用户id,用户名,种子id,标题,小标题,体积,发布组,分类,分辨率,多集,新合集,旧合集,双语,NF,发布时间,单种工资,备注,总魔力,更新时间
90463,DSD1024,135443,Cock and Bull 2016 WEB-DL 4k H265 AAC-HDSWEB,追凶者也 / 吊水岩杀人事件 / 边城凶案 | 主演: 刘烨 张译,8.21GB,HDSWEB,电影,4k/2160p,,,,,,2020-05-05 21:13:24,2000,,,2020-05-11 23:47:57.134285
90463,DSD1024,135512,Once Upon A Bite S02 2020 WEB-DL 4k H265 AAC-HDSWEB,风味人间2 / 风味人间 第二季 第2集 | 导演: 陈晓卿 [追寻风味的旅途中 我们再次相逢],1.39GB,HDSWEB,纪录片,4k/2160p,,,,,,2020-05-06 14:11:28,2000,,,2020-05-11 23:47:57.134285
90463,DSD1024,135517,Forget You Remember Love 2020 WEB-DL 4k H265 AAC-HDSWEB,忘记你，记得爱情 / 王子变青蛙 | 全38集 | 主演: 邢菲 金泽,36.27GB,HDSWEB,剧集（合集）,4k/2160p,,,38,,,2020-05-06 15:33:55,57000,,,2020-05-11 23:47:57.134285
90463,DSD1024,135538,Go Away Mr Tumor 2015 WEB-DL 4k 50fps H265 AAC-HDSWEB,滚蛋吧！肿瘤君 | 主演：白百何 吴彦祖,17.35GB,HDSWEB,电影,4k/2160p,,,,,,2020-05-06 17:11:11,3000,,,2020-05-11 23:47:57.134285
90463,DSD1024,135539,Meeting Evil 2012 WEB-DL 4k HDR 50fps H265 10bit AAC-HDSWEB,遇见恶魔 / 当魔鬼来敲门 / 见见恶魔 | 主演：塞缪尔·杰克逊 莱丝莉·比伯 [英语中字],12.36GB,HDSWEB,电影,4k/2160p,,,,,,2020-05-06 17:37:29,3000,,,2020-05-11 23:47:57.134285
90463,DSD1024,135558,The Last Dance 2020 WEB-DL 4k H265 AAC-HDSWEB,最后之舞 / 最后一舞 / 篮球之神的霸气生涯(台) 第05-06集 | 主演：迈克尔·乔丹 斯科蒂·皮蓬 [英语中字],3.54GB,HDSWEB,纪录片,4k/2160p,2,,,,,2020-05-06 21:41:56,4000,,,2020-05-11 23:47:57.134285
90463,DSD1024,135559,The Secret Life Of Kids 2020 WEB-DL 4k H265 AAC-HDSWEB,小孩的神秘生活 | 第6-8集 | 主演: 昂米诺 白曼可,3.65GB,HDSWEB,纪录片,4k/2160p,3,,,,,2020-05-06 21:50:03,6000,,,2020-05-11 23:47:57.134285
90463,DSD1024,135560,Go Fridge S06 2020 WEB-DL 4k H265 AAC-HDSWEB,拜托了冰箱 第六季 第02期 | 主持人：何炅 王嘉尔 魏大勋,2.37GB,HDSWEB,综艺,4k/2160p,,,,,,2020-05-06 22:01:09,2000,,,2020-05-11 23:47:57.134285
90463,DSD1024,135563,The Starry 2020 WEB-DL 4k H265 AAC-HDSWEB,抬头有星光 / 假面娇妻 / 曼陀花开 全40集 | 主演: 牛子藩  刘佳,31.41GB,HDSWEB,剧集（合集）,4k/2160p,,,40,,,2020-05-06 22:09:55,60000,,,2020-05-11 23:47:57.134285
90463,DSD1024,135672,Always Miss You 2019 WEB-DL 4k 50fps H265 AAC-HDSWEB,下一任：前任 | 主演：郭采洁 郑恺,13.84GB,HDSWEB,电影,4k/2160p,,,,,,2020-05-07 16:41:19,3000,,,2020-05-11 23:47:57.134285
90463,DSD1024,135686,I'll Wait for You 2020 WEB-DL 4k H265 AAC-HDSWEB,我在耀瓷小镇等你 | 主演：唐昕 孙霆,5.87GB,HDSWEB,电影,4k/2160p,,,,,,2020-05-07 17:01:23,2000,,,2020-05-11 23:47:57.134285
90463,DSD1024,135727,Good Wife 2020 WEB-DL 4k H265 AAC-HDSWEB,好妻子 第1-10集 | 导演: 姚芊羽 李威 ,9.24GB,HDSWEB,电视剧分集,4k/2160p,10,,,,,2020-05-07 22:16:53,20000,,,2020-05-11 23:47:57.134285
90463,DSD1024,135901,Antz 1998 WEB-DL 4k H265 AAC-HDSWEB,蚁哥正传 / 小蚁雄兵 / 蚂蚁 | 主演: 伍迪·艾伦 丹·艾克罗伊德 [国语无字],8.89GB,HDSWEB,电影,4k/2160p,,,,,,2020-05-09 11:37:16,2000,,,2020-05-11 23:47:57.134285
90463,DSD1024,135939,The Inquiry in 1938 2018 V2 WEB-DL 4k H265 AAC-HDSWEB,密查 / 密查1938 全39集 | 主演：郑凯 邓莎 [高码版],98.39GB,HDSWEB,剧集（合集）,4k/2160p,,,39,,,2020-05-09 18:03:21,58500,,,2020-05-11 23:47:57.134285
90463,DSD1024,136079,Once Upon A Bite S02 2020 WEB-DL 4k H265 AAC-HDSWEB,风味人间2 / 风味人间 第二季 第3集 | 导演: 陈晓卿 [追寻风味的旅途中 我们再次相逢],2.0GB,HDSWEB,纪录片,4k/2160p,,,,,,2020-05-10 22:40:55,2000,,,2020-05-11 23:47:57.134285
90463,DSD1024,136127,The Crossing 2018 WEB-DL 4k H265 DD+2.0-HDSWEB,过春天 / 佩佩 / 分隔线 | 主演：黄尧 孙阳  [国语中字],17.19GB,HDSWEB,电影,4k/2160p,,,,,,2020-05-11 10:58:18,3000,,,2020-05-11 23:47:57.134285
90463,DSD1024,136133,A Fishboy's Story Tortoise from the Sea 2019 WEB-DL 4k H265 DD2.0-HDSWEB,江海渔童之巨龟奇缘 / 江海渔童 | 主演：杨光普照 张磊 [国语中字],13.78GB,HDSWEB,电影,4k/2160p,,,,,,2020-05-11 11:20:19,3000,,,2020-05-11 23:47:57.134285
90463,DSD1024,136136,Love You 2019 WEB-DL 4k H265 DD2.0-HDSWEB,我们的爱情 | 主演：戴韩安妮 刘冠男 [国语中字,15.19GB,HDSWEB,电影,4k/2160p,,,,,,2020-05-11 11:38:18,3000,,,2020-05-11 23:47:57.134285
90463,DSD1024,136143,Kill Mobile 2018 WEB-DL 4k H265 DD2.0-HDSWEB,来电狂响 | 主演：佟大为 马丽 [国语中字],17.57GB,HDSWEB,电影,4k/2160p,,,,,,2020-05-11 12:27:03,3000,,,2020-05-11 23:47:57.134285
90463,DSD1024,136144,The Last Dance 2020 WEB-DL 4k H265 AAC-HDSWEB,最后之舞 / 最后一舞 / 篮球之神的霸气生涯(台) 第07-08集 | 主演：迈克尔·乔丹 斯科蒂·皮蓬 [英语中字],2.91GB,HDSWEB,纪录片,4k/2160p,2,,,,,2020-05-11 12:38:15,4000,,,2020-05-11 23:47:57.134285
90463,DSD1024,136157,Unforgivable Sin 2019 WEB-DL 4k H265 DD2.0-HDSWEB,逆罪 | 主演：李岷城 彭高唱 [国语中字],17.12GB,HDSWEB,电影,4k/2160p,,,,,,2020-05-11 15:46:36,3000,,,2020-05-11 23:47:57.134285
90463,DSD1024,136162,Mystery of Antiques S02 2020 V2 WEB-DL 4k H265 AAC-HDSWEB,古董局中局Ⅱ：鉴墨寻瓷 第1-8集  | 主演: 夏雨 魏晨 [无广告/内封简繁软字幕],7.22GB,HDSWEB,电视剧分集,4k/2160p,8,,,,,2020-05-11 16:47:50,16000,,,2020-05-11 23:47:57.135285
90463,DSD1024,,,,,,,,,,,,,,,,341000,
85008,HDSWEB,134968,Beautiful Reborn Flower 2020 WEB-DL 4k H265 AAC-HDSWEB,彼岸花 第01-02集|主演: 林允 宋威龙 何润东 王耀庆 李心艾 [国语中字],2.51GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-01 21:28:51,4000,,,2020-05-11 23:47:58.987487
85008,HDSWEB,134969,Beautiful Reborn Flower 2020 WEB-DL 1080p H264 AAC-HDSWEB,彼岸花 第01-02集|主演: 林允 宋威龙 何润东 王耀庆 李心艾 [国语中字],1.62GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-01 21:42:19,4000,,,2020-05-11 23:47:58.987487
85008,HDSWEB,134989,Airport Security Unit 2020 WEB-DL 1080p H264 AAC 2Audio-HDSWEB,机场特警 第25集｜主演: 张振朗  蔡思贝  杨明  邓佩仪  汤洛雯 [国粤双语中文字幕],0.79GB,HDSWEB,电视剧分集,2K/1080p,,,,是,,2020-05-01 23:21:17,2000,,,2020-05-11 23:47:58.987487
85008,HDSWEB,134993,Airport Security Unit 2020 WEB-DL 1080p H264 AAC 2Audio-HDSWEB,机场特警 全25集打包｜主演: 张振朗  蔡思贝  杨明  邓佩仪  汤洛雯 [国粤双语中文字幕],19.8GB,HDSWEB,剧集（合集）,2K/1080p,,25,,是,,2020-05-01 23:52:10,0,打包新资源无魔力,,2020-05-11 23:47:58.987487
85008,HDSWEB,135015,The House on the Slope 2019 WEB-DL 1080p H264 AAC-HDSWEB,坡道上的家/坡道途中的家 全6集打包|主演: 柴崎幸 水野美纪 伊藤步,3.32GB,HDSWEB,剧集（合集）,2K/1080p,,6,,,,2020-05-02 08:35:15,0,打包新资源无魔力,,2020-05-11 23:47:58.987487
85008,HDSWEB,135084,Realize Our Dreams 2020 WEB-DL 1080p H264 AAC-HDSWEB,我们在梦开始的地方/我们村的年轻人 第38－41集 |主演: 宋允皓 夏阳 刘继勋 王璇 [国语中字],5.84GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-02 17:44:01,8000,,,2020-05-11 23:47:58.987487
85008,HDSWEB,135100,I Love You My Country 2020 WEB-DL 4K H265 AAC-HDSWEB,天涯热土 第01-20集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,26.35GB,HDSWEB,电视剧分集,4k/2160p,20,,,,,2020-05-02 20:15:48,40000,,,2020-05-11 23:47:58.987487
85008,HDSWEB,135118,I Love You My Country 2020 WEB-DL 1080p H264 AAC-HDSWEB,天涯热土 第01-20集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,26.67GB,HDSWEB,电视剧分集,2K/1080p,20,,,,,2020-05-02 22:00:06,40000,,,2020-05-11 23:47:58.987487
85008,HDSWEB,135119,Beautiful Reborn Flower 2020 WEB-DL 1080p H264 AAC-HDSWEB,彼岸花 第03-10集|主演: 林允 宋威龙 何润东 王耀庆 李心艾 [国语中字],5.1GB,HDSWEB,电视剧分集,2K/1080p,8,,,,,2020-05-02 22:02:56,16000,,,2020-05-11 23:47:58.987487
85008,HDSWEB,135121,Beautiful Reborn Flower 2020 WEB-DL 4k H265 AAC-HDSWEB,彼岸花 第03-10集|主演: 林允 宋威龙 何润东 王耀庆 李心艾 [国语中字],11.87GB,HDSWEB,电视剧分集,4k/2160p,8,,,,,2020-05-02 22:04:00,16000,,,2020-05-11 23:47:58.987487
85008,HDSWEB,135166,Always Warm 2020 S01 WEB-DL 4K H265 AAC-HDSWEB,一路向暖 第一季 *全12集打包 |* 主演:苏梦芸 范晓东,4.87GB,HDSWEB,剧集（合集）,4k/2160p,,11,,,,2020-05-03 11:46:51,0,打包新资源无魔力,,2020-05-11 23:47:58.987487
85008,HDSWEB,135167,Always Warm 2020 S01 WEB-DL 1080p H265 AAC-HDSWEB,一路向暖 第一季 *全12集打包 |* 主演:苏梦芸 范晓东,7.62GB,HDSWEB,剧集（合集）,2K/1080p,,12,,,,2020-05-03 11:49:24,0,打包新资源无魔力,,2020-05-11 23:47:58.987487
85008,HDSWEB,135168,Always Warm 2020 S02 WEB-DL 4K H265 AAC-HDSWEB,一路向暖 第二季 *全12集打包 |* 主演:苏梦芸 范晓东,6.81GB,HDSWEB,剧集（合集）,4k/2160p,,12,,,,2020-05-03 11:51:30,0,打包新资源无魔力,,2020-05-11 23:47:58.987487
85008,HDSWEB,135169,Always Warm 2020 S02 WEB-DL 1080p H265 AAC-HDSWEB,一路向暖 第二季 *全12集打包 |* 主演:苏梦芸 范晓东,9.32GB,HDSWEB,剧集（合集）,2K/1080p,,12,,,,2020-05-03 11:53:08,0,打包新资源无魔力,,2020-05-11 23:47:58.987487
85008,HDSWEB,135208,I Love You My Country 2020 WEB-DL 1080p H264 AAC-HDSWEB,天涯热土 第21-22集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,2.7GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-03 20:25:58,4000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135217,I Love You My Country 2020 WEB-DL 4K H265 AAC-HDSWEB,天涯热土 第21-22集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,2.54GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-03 21:23:33,4000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135219,Beautiful Reborn Flower 2020 WEB-DL 1080p H264 AAC-HDSWEB,彼岸花 第11-14集|主演: 林允 宋威龙 何润东 王耀庆 李心艾 [国语中字],2.39GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-03 21:26:02,8000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135220,Beautiful Reborn Flower 2020 WEB-DL 4k H265 AAC-HDSWEB,彼岸花 第11-14集|主演: 林允 宋威龙 何润东 王耀庆 李心艾 [国语中字],5.87GB,HDSWEB,电视剧分集,4k/2160p,4,,,,,2020-05-03 21:27:09,8000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135229,Jue Jing Zhu Jian 2019 WEB-DL 1080p H264 AAC-HDSWEB,绝境铸剑 全36集打包 | 主演: 张桐 彭冠英 王乐君 潘雨辰 何蓝逗 国语中字 无水印版,35.55GB,HDSWEB,剧集（合集）,2K/1080p,,36,,,,2020-05-03 22:48:00,0,打包新资源无魔力,,2020-05-11 23:47:58.988487
85008,HDSWEB,135300,Realize Our Dreams 2020 WEB-DL 1080p H264 AAC-HDSWEB,我们在梦开始的地方/我们村的年轻人 第42－44集 |主演: 宋允皓 夏阳 刘继勋 王璇 [国语中字],4.3GB,HDSWEB,电视剧分集,2K/1080p,3,,,,,2020-05-04 15:39:59,6000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135345,The General to Soldiers 2011 WEB-DL 1080p H264 AAC-HDSWEB,从将军到士兵   第01-26集|主演: 于荣光 吕丽萍,47.51GB,HDSWEB,电视剧分集,2K/1080p,26,,,,,2020-05-04 23:43:54,52000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135351,Tornado Girl 2015 S01 WEB-DL 1080p H264 AAC-HDSWEB,旋风少女 第一季 全32集打包 | 导演：成志超 主演：胡冰卿 杨洋 白敬亭 [国语中字],22.23GB,HDSWEB,剧集（合集）,2K/1080p,,32,,,,2020-05-05 00:08:11,0,打包新资源无魔力,,2020-05-11 23:47:58.988487
85008,HDSWEB,135361,Realize Our Dreams 2020 WEB-DL 1080p H264 AAC-HDSWEB,我们在梦开始的地方/我们村的年轻人 第45集 |主演: 宋允皓 夏阳 刘继勋 王璇 [国语中字],1.47GB,HDSWEB,电视剧分集,2K/1080p,,,,,,2020-05-05 06:45:15,2000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135384,Realize Our Dreams 2020 WEB-DL 1080p H264 AAC-HDSWEB,我们在梦开始的地方/我们村的年轻人 全45集打包 |主演: 宋允皓 夏阳 刘继勋 王璇 [国语中字],66.59GB,HDSWEB,剧集（合集）,2K/1080p,,45,,,,2020-05-05 10:37:47,0,打包新资源无魔力,,2020-05-11 23:47:58.988487
85008,HDSWEB,135569,Beautiful Reborn Flower 2020 WEB-DL 4k H265 AAC-HDSWEB,彼岸花 第15-16集|主演: 林允 宋威龙 何润东 王耀庆 李心艾 [国语中字],2.91GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-06 22:23:32,4000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135570,Beautiful Reborn Flower 2020 WEB-DL 1080p H264 AAC-HDSWEB,彼岸花 第15-16集|主演: 林允 宋威龙 何润东 王耀庆 李心艾 [国语中字],1.18GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-06 22:36:29,4000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135577,The General to Soldiers 2011 WEB-DL 1080p H264 AAC-HDSWEB,从将军到士兵   第27-30集|主演: 于荣光 吕丽萍,7.36GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-06 23:06:52,8000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135578,I Love You My Country 2020 WEB-DL 4K H265 AAC-HDSWEB,天涯热土 第23-26集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,4.69GB,HDSWEB,电视剧分集,4k/2160p,4,,,,,2020-05-06 23:11:17,8000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135586,I Love You My Country 2020 WEB-DL 1080p H264 AAC-HDSWEB,天涯热土 第23-26集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,5.18GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-06 23:43:16,8000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135635,Xiao Yan San Jin 2016 WEB-DL 1080p H264 AAC-HDSWEB,硝烟散尽/北上海1950  第01-12集|主演: 贾一平  刘雨欣  陶泽如  姚安濂  奚美娟 [国语中字],18.56GB,HDSWEB,电视剧分集,2K/1080p,12,,,,,2020-05-07 10:30:20,24000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135697,Li Jian 2013 WEB-DL 4K H265 AAC-HDSWEB,雳剑/对阵/雪豹雳剑 全30集打包|主演: 乔鹏樾 张若昀 朱杰 吴婷 李卓霖,58.75GB,HDSWEB,剧集（合集）,4k/2160p,,30,,,,2020-05-07 19:07:48,0,打包新资源无魔力,,2020-05-11 23:47:58.988487
85008,HDSWEB,135728,Love Is All 2020 WEB-DL 1080p H264 AAC-HDSWEB,师爷请自重/调笑令 第11-14集｜主演: 章若楠 张昊唯 马闻远 张柏嘉 戴景耀,2.07GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-07 22:20:55,8000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135773,I Love You My Country 2020 WEB-DL 1080p H264 AAC-HDSWEB,天涯热土 第27-30集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,5.35GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-08 11:01:45,8000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135775,I Love You My Country 2020 WEB-DL 4K H265 AAC-HDSWEB,天涯热土 第27-30集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,5.03GB,HDSWEB,电视剧分集,4k/2160p,4,,,,,2020-05-08 11:24:06,8000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135776,The General to Soldiers 2011 WEB-DL 1080p H264 AAC-HDSWEB,从将军到士兵   第31-32集|主演: 于荣光 吕丽萍,3.72GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-08 11:27:30,4000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135778,Xiao Yan San Jin 2016 WEB-DL 1080p H264 AAC-HDSWEB,硝烟散尽/北上海1950  第13-14集|主演: 贾一平  刘雨欣  陶泽如  姚安濂  奚美娟 [国语中字],3.05GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-08 11:33:21,4000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,135875,The Eyas 2019 WEB-DL 4K H265 AAC-HDSWEB,飞行少年 全36集打包|主演: 严屹宽 范世錡 孙铱 李墨之 杨仕泽,30.75GB,HDSWEB,剧集（合集）,4k/2160p,,36,,,,2020-05-09 08:25:07,0,打包新资源无魔力,,2020-05-11 23:47:58.989485
85008,HDSWEB,135971,Xiao Yan San Jin 2016 WEB-DL 1080p H264 AAC-HDSWEB,硝烟散尽/北上海1950  第15-18集|主演: 贾一平  刘雨欣  陶泽如  姚安濂  奚美娟 [国语中字],5.96GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-09 22:34:52,8000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,135972,The General to Soldiers 2011 WEB-DL 1080p H264 AAC-HDSWEB,从将军到士兵   第33-36集|主演: 于荣光 吕丽萍,7.43GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-09 22:36:31,8000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,135973,I Love You My Country 2020 WEB-DL 1080p H264 AAC-HDSWEB,天涯热土 第31-32集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,2.67GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-09 22:40:10,4000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,135975,I Love You My Country 2020 WEB-DL 4K H265 AAC-HDSWEB,天涯热土 第31-32集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,2.46GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-09 22:43:26,4000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,135978,Beautiful Reborn Flower 2020 WEB-DL 4k H265 AAC-HDSWEB,彼岸花 第17-20集|主演: 林允 宋威龙 何润东 王耀庆 李心艾 [国语中字],5.81GB,HDSWEB,电视剧分集,4k/2160p,4,,,,,2020-05-09 23:17:55,8000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,135979,Beautiful Reborn Flower 2020 WEB-DL 1080p H264 AAC-HDSWEB,彼岸花 第17-20集|主演: 林允 宋威龙 何润东 王耀庆 李心艾 [国语中字],2.32GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-09 23:36:56,8000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,136017,I Love You My Country 2020 WEB-DL 1080p H264 AAC-HDSWEB,天涯热土 第33-34集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,2.69GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-10 12:40:22,4000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,136018,I Love You My Country 2020 WEB-DL 4K H265 AAC-HDSWEB,天涯热土 第33-34集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,2.58GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-10 12:41:53,4000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,136019,Xiao Yan San Jin 2016 WEB-DL 1080p H264 AAC-HDSWEB,硝烟散尽/北上海1950  第19-22集|主演: 贾一平  刘雨欣  陶泽如  姚安濂  奚美娟 [国语中字],6.17GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-10 12:43:24,8000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,136020,The General to Soldiers 2011 WEB-DL 1080p H264 AAC-HDSWEB,从将军到士兵   第37-40集|主演: 于荣光 吕丽萍,7.32GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-10 12:44:33,8000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,136057,Arsenal Military Academy 2019 WEB-DL 4k H265 AAC-HDSWEB,烈火军校 全48集打包 | 主演：白鹿 许凯 ,51.0GB,HDSWEB,剧集（合集）,4k/2160p,,48,,,,2020-05-10 18:44:18,0,打包新资源无魔力,,2020-05-11 23:47:58.989485
85008,HDSWEB,136138,A Splendid Life In Beijing 2017 WEB-DL 4k H265 AAC-HDSWEB,生逢灿烂的日子/北京人在北京  全47集打包[国语中字]｜主演: 张嘉译 果靖霖 刘佩琦 车晓 徐洁儿,50.25GB,HDSWEB合集专用,剧集（合集）,4k/2160p,,47,,,,2020-05-11 11:59:39,0,打包新资源无魔力,,2020-05-11 23:47:58.989485
85008,HDSWEB,136146,I Love You My Country 2020 WEB-DL 4K H265 AAC-HDSWEB,天涯热土 第35-36集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,2.57GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-11 12:58:07,4000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,136147,I Love You My Country 2020 WEB-DL 1080p H264 AAC-HDSWEB,天涯热土 第35-36集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,2.67GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-11 13:00:03,4000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,136190,I Love You My Country 2020 WEB-DL 1080p H264 AAC-HDSWEB,天涯热土  全36集打包 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,47.93GB,HDSWEB合集专用,剧集（合集）,2K/1080p,,36,,,,2020-05-11 21:15:56,0,打包新资源无魔力,,2020-05-11 23:47:58.989485
85008,HDSWEB,136191,I Love You My Country 2020 WEB-DL 4K H265 AAC-HDSWEB,天涯热土 全36集打包 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,46.2GB,HDSWEB合集专用,剧集（合集）,4k/2160p,,36,,,,2020-05-11 21:17:39,0,打包新资源无魔力,,2020-05-11 23:47:58.989485
85008,HDSWEB,,,,,,,,,,,,,,,,374000,
88593,lht11115,135504,Nirvana in Fire 2015 WEB-DL 1080p H264 AAC-HDSWEB,琅琊榜 补第50集 | 主演：胡歌 刘涛 王凯   [50帧],0.83GB,HDSWEB,剧集（合集）,2K/1080p,,,,,,2020-05-06 11:59:26,2000,,,2020-05-11 23:48:00.893134
88593,lht11115,135639,My Own Swordsman 2006 WEB-DL 1080p H264 AAC-HDSWEB,武林外传 全81集|主演: 闫妮 姚晨 沙溢 喻恩泰 姜超,31.54GB,HDSWEB,剧集（合集）,2K/1080p,,,81,,,2020-05-07 10:49:51,81000,,,2020-05-11 23:48:00.893134
88593,lht11115,135698,My Own Swordsman 2006 WEB-DL 4k H265 AAC-HDSWEB,武林外传 全81集|主演: 闫妮 姚晨 沙溢 喻恩泰 姜超,82.73GB,HDSWEB,剧集（合集）,4k/2160p,,,81,,,2020-05-07 19:12:14,121500,,,2020-05-11 23:48:00.893134
88593,lht11115,135783,Intense Love 2020 WEB-DL 1080p H264 AAC-HDSWEB,韫色过浓 第1-10集｜主演：张予曦 丁禹兮 师铭泽 完颜洛绒 林昕宜,11.4GB,HDSWEB,剧集（合集）,2K/1080p,10,,,,,2020-05-08 13:01:09,20000,,,2020-05-11 23:48:00.893134
88593,lht11115,136189,Intense Love 2020 WEB-DL 1080p H264 AAC-HDSWEB,韫色过浓 第11-14集｜主演：张予曦 丁禹兮 师铭泽 完颜洛绒 林昕宜,4.49GB,HDSWEB,剧集（合集）,2K/1080p,4,,,,,2020-05-11 21:12:05,8000,,,2020-05-11 23:48:00.893134
88593,lht11115,136193,Happy Camp 2020 WEB-DL 1080p H264 AAC-HDSWEB,快乐大本营2020年 第20200502-20200509期共2集 | 主 演: 何炅 谢娜 吴昕 杜海涛 李维嘉  [无台标],4.85GB,HDSWEB,综艺,2K/1080p,2,,,,,2020-05-11 21:30:59,4000,,,2020-05-11 23:48:00.893134
88593,lht11115,136194,Day Day Up 2020 WEB-DL 1080 H264 AAC-HDSWEB,天天向上2020年 第20200503、20200510期|主演:汪涵 大张伟[无台标],4.96GB,HDSWEB,综艺,2K/1080p,2,,,,,2020-05-11 21:42:28,4000,,,2020-05-11 23:48:00.893134
88593,lht11115,,,,,,,,,,,,,,,,240500,
91939,noway2004,135037,The Outcast 2020 WEB-DL 1080p H264 AAC-HDSWEB,一人之下 第三季第3集 国漫 配音：曹云图 小连杀  彭尧,0.24GB,HDSWEB,动漫,2K/1080p,,,,,,2020-05-02 11:34:19,2000,,,2020-05-11 23:48:02.164243
91939,noway2004,135048,Reversal of Fate 2020 WEB-DL 1080p H264 AAC 2Audio-HDSWEB,地下城与勇士逆转之轮 第3集 国日双语 配音：曹云图 苏尚卿 乔诗语,0.29GB,HDSWEB,动漫,2K/1080p,,,,是,,2020-05-02 11:58:19,2000,,,2020-05-11 23:48:02.164243
